Term ,High School Name,High School CEEB,City,County,Zip Code,Total Attending SUNY Institutions,Attending SUNY Doctoral Institutions,Attending SUNY Comprehensive Colleges,Attending SUNY Technology Colleges,Attending SUNY Community Colleges,Location 1
Fall 2017,Academy Language Technology,330851,Bronx,Bronx,10453,<4,0,<4,0,0,"Bronx 104537048, NY
(40.84926101900004, -73.91604115999996)"
Fall 2016,Academy Language Technology,330851,Bronx,Bronx,10453,<4,0,<4,0,<4,"Bronx 104537048, NY
(40.84926101900004, -73.91604115999996)"
Fall 2015,Academy Language Technology,330851,Bronx,Bronx,10453,<4,0,0,0,<4,"Bronx 104537048, NY
(40.84926101900004, -73.91604115999996)"
Fall 2012,Academy Language Technology,330851,Bronx,Bronx,10453,<4,0,<4,0,0,"Bronx 104537048, NY
(40.84926101900004, -73.91604115999996)"
Fall 2011,Academy Language Technology,330851,Bronx,Bronx,10453,4,0,<4,<4,0,"Bronx 104537048, NY
(40.84926101900004, -73.91604115999996)"
Fall 2017,South Bronx Preparatory,330668,Bronx,Bronx,10454,8,4,<4,0,<4,"Bronx, NY 10454
(40.80733767300006, -73.91856868999997)"
Fall 2016,South Bronx Preparatory,330668,Bronx,Bronx,10454,10,<4,<4,<4,5,"Bronx, NY 10454
(40.80733767300006, -73.91856868999997)"
Fall 2015,South Bronx Preparatory,330668,Bronx,Bronx,10454,7,<4,<4,<4,<4,"Bronx, NY 10454
(40.80733767300006, -73.91856868999997)"
Fall 2014,South Bronx Preparatory,330668,Bronx,Bronx,10454,10,<4,5,<4,<4,"Bronx, NY 10454
(40.80733767300006, -73.91856868999997)"
Fall 2013,South Bronx Preparatory,330668,Bronx,Bronx,10454,10,0,<4,<4,4,"Bronx, NY 10454
(40.80733767300006, -73.91856868999997)"
Fall 2012,South Bronx Preparatory,330668,Bronx,Bronx,10454,16,4,<4,6,<4,"Bronx, NY 10454
(40.80733767300006, -73.91856868999997)"
Fall 2011,South Bronx Preparatory,330668,Bronx,Bronx,10454,7,4,<4,<4,0,"Bronx, NY 10454
(40.80733767300006, -73.91856868999997)"
Fall 2010,South Bronx Preparatory,330668,Bronx,Bronx,10454,9,<4,4,<4,<4,"Bronx, NY 10454
(40.80733767300006, -73.91856868999997)"
Fall 2017,International Community  H S,330844,Bronx,Bronx,10454,7,<4,<4,<4,<4,"Bronx, NY 10454
(40.80733767300006, -73.91856868999997)"
Fall 2016,International Community  H S,330844,Bronx,Bronx,10454,<4,0,<4,0,0,"Bronx, NY 10454
(40.80733767300006, -73.91856868999997)"
Fall 2015,International Community  H S,330844,Bronx,Bronx,10454,6,0,<4,0,<4,"Bronx, NY 10454
(40.80733767300006, -73.91856868999997)"
Fall 2014,International Community  H S,330844,Bronx,Bronx,10454,<4,0,<4,0,0,"Bronx, NY 10454
(40.80733767300006, -73.91856868999997)"
Fall 2012,International Community  H S,330844,Bronx,Bronx,10454,<4,0,0,<4,0,"Bronx, NY 10454
(40.80733767300006, -73.91856868999997)"
Fall 2011,International Community  H S,330844,Bronx,Bronx,10454,<4,0,0,<4,<4,"Bronx, NY 10454
(40.80733767300006, -73.91856868999997)"
Fall 2010,International Community  H S,330844,Bronx,Bronx,10454,<4,0,0,0,<4,"Bronx, NY 10454
(40.80733767300006, -73.91856868999997)"
Fall 2017,Lab School Finance And Technol,331134,Bronx,Bronx,10454,13,<4,5,<4,<4,
Fall 2017,Saint Pius V High School,334007,Bronx,Bronx,10454,<4,0,0,0,<4,"Bronx, NY 10454
(40.80733767300006, -73.91856868999997)"
Fall 2016,Saint Pius V High School,334007,Bronx,Bronx,10454,<4,0,0,0,<4,"Bronx, NY 10454
(40.80733767300006, -73.91856868999997)"
Fall 2014,Saint Pius V High School,334007,Bronx,Bronx,10454,<4,0,0,0,<4,"Bronx, NY 10454
(40.80733767300006, -73.91856868999997)"
Fall 2012,Saint Pius V High School,334007,Bronx,Bronx,10454,<4,0,0,0,<4,"Bronx, NY 10454
(40.80733767300006, -73.91856868999997)"
Fall 2011,Saint Pius V High School,334007,Bronx,Bronx,10454,4,0,0,<4,<4,"Bronx, NY 10454
(40.80733767300006, -73.91856868999997)"
Fall 2010,Saint Pius V High School,334007,Bronx,Bronx,10454,<4,0,0,0,<4,"Bronx, NY 10454
(40.80733767300006, -73.91856868999997)"
Fall 2015,Crotona Academy High School,330498,Bronx,Bronx,10455,<4,0,0,0,<4,"Bronx, NY 10455
(40.815028332000054, -73.90788866599996)"
Fall 2014,Crotona Academy High School,330498,Bronx,Bronx,10455,<4,0,0,0,<4,"Bronx, NY 10455
(40.815028332000054, -73.90788866599996)"
Fall 2013,Crotona Academy High School,330498,Bronx,Bronx,10455,<4,0,0,0,<4,"Bronx, NY 10455
(40.815028332000054, -73.90788866599996)"
Fall 2012,Crotona Academy High School,330498,Bronx,Bronx,10455,4,0,0,0,4,"Bronx, NY 10455
(40.815028332000054, -73.90788866599996)"
Fall 2011,Crotona Academy High School,330498,Bronx,Bronx,10455,<4,0,0,0,<4,"Bronx, NY 10455
(40.815028332000054, -73.90788866599996)"
Fall 2010,Crotona Academy High School,330498,Bronx,Bronx,10455,4,0,0,0,4,"Bronx, NY 10455
(40.815028332000054, -73.90788866599996)"
Fall 2014,Passages Academy,330523,Bronx,Bronx,10455,<4,0,0,0,<4,"Bronx, NY 10455
(40.8135339999999, -73.905389)"
Fall 2017,Foreign Language Academy Of Gl,330534,Bronx,Bronx,10455,<4,0,<4,0,<4,"Bronx, NY 10455
(40.815028332000054, -73.90788866599996)"
Fall 2016,Foreign Language Academy Of Gl,330534,Bronx,Bronx,10455,4,0,<4,0,<4,"Bronx, NY 10455
(40.815028332000054, -73.90788866599996)"
Fall 2015,Foreign Language Academy Of Gl,330534,Bronx,Bronx,10455,7,<4,5,<4,0,"Bronx, NY 10455
(40.815028332000054, -73.90788866599996)"
Fall 2014,Foreign Language Academy Of Gl,330534,Bronx,Bronx,10455,8,<4,<4,<4,<4,"Bronx, NY 10455
(40.815028332000054, -73.90788866599996)"
Fall 2013,Foreign Language Academy Of Gl,330534,Bronx,Bronx,10455,11,<4,7,<4,<4,"Bronx, NY 10455
(40.815028332000054, -73.90788866599996)"
Fall 2012,Foreign Language Academy Of Gl,330534,Bronx,Bronx,10455,10,0,8,<4,0,"Bronx, NY 10455
(40.815028332000054, -73.90788866599996)"
Fall 2011,Foreign Language Academy Of Gl,330534,Bronx,Bronx,10455,11,0,4,7,0,"Bronx, NY 10455
(40.815028332000054, -73.90788866599996)"
Fall 2010,Foreign Language Academy Of Gl,330534,Bronx,Bronx,10455,16,4,5,<4,4,"Bronx, NY 10455
(40.815028332000054, -73.90788866599996)"
Fall 2017,South Bronx High School,330542,Bronx,Bronx,10455,<4,0,0,<4,0,"Bronx, NY 10455
(40.815028332000054, -73.90788866599996)"
Fall 2016,South Bronx High School,330542,Bronx,Bronx,10455,<4,0,<4,0,0,"Bronx, NY 10455
(40.815028332000054, -73.90788866599996)"
Fall 2015,South Bronx High School,330542,Bronx,Bronx,10455,<4,0,0,0,<4,"Bronx, NY 10455
(40.815028332000054, -73.90788866599996)"
Fall 2014,South Bronx High School,330542,Bronx,Bronx,10455,<4,0,0,0,<4,"Bronx, NY 10455
(40.815028332000054, -73.90788866599996)"
Fall 2013,South Bronx High School,330542,Bronx,Bronx,10455,<4,0,<4,0,<4,"Bronx, NY 10455
(40.815028332000054, -73.90788866599996)"
Fall 2010,South Bronx High School,330542,Bronx,Bronx,10455,<4,0,0,0,<4,"Bronx, NY 10455
(40.815028332000054, -73.90788866599996)"
Fall 2017,Mott Haven Village Preparatory,330559,Bronx,Bronx,10455,9,<4,<4,<4,4,"Bronx 104551446, NY
(40.81861114600008, -73.91095006699999)"
Fall 2016,Mott Haven Village Preparatory,330559,Bronx,Bronx,10455,8,0,<4,<4,<4,"Bronx 104551446, NY
(40.81861114600008, -73.91095006699999)"
Fall 2015,Mott Haven Village Preparatory,330559,Bronx,Bronx,10455,10,<4,4,<4,<4,"Bronx 104551446, NY
(40.81861114600008, -73.91095006699999)"
Fall 2014,Mott Haven Village Preparatory,330559,Bronx,Bronx,10455,10,<4,5,<4,<4,"Bronx 104551446, NY
(40.81861114600008, -73.91095006699999)"
Fall 2013,Mott Haven Village Preparatory,330559,Bronx,Bronx,10455,7,0,<4,<4,<4,"Bronx 104551446, NY
(40.81861114600008, -73.91095006699999)"
Fall 2012,Mott Haven Village Preparatory,330559,Bronx,Bronx,10455,10,<4,0,<4,7,"Bronx 104551446, NY
(40.81861114600008, -73.91095006699999)"
Fall 2011,Mott Haven Village Preparatory,330559,Bronx,Bronx,10455,5,0,0,<4,<4,"Bronx 104551446, NY
(40.81861114600008, -73.91095006699999)"
Fall 2010,Mott Haven Village Preparatory,330559,Bronx,Bronx,10455,8,<4,<4,<4,<4,"Bronx 104551446, NY
(40.81861114600008, -73.91095006699999)"
Fall 2017,University Prep Charter High S,331069,Bronx,Bronx,10455,11,4,<4,4,<4,"Bronx 104552800, NY
(40.81488058200006, -73.91251100399995)"
Fall 2016,University Prep Charter High S,331069,Bronx,Bronx,10455,9,<4,<4,<4,4,"Bronx 104552800, NY
(40.81488058200006, -73.91251100399995)"
Fall 2015,University Prep Charter Hs,331069,Bronx,Bronx,10455,10,<4,<4,7,0,"Bronx 104552800, NY
(40.81488058200006, -73.91251100399995)"
Fall 2014,University Prep Charter Hs,331069,Bronx,Bronx,10455,4,<4,0,0,<4,"Bronx 104552800, NY
(40.81488058200006, -73.91251100399995)"
Fall 2013,University Prep Charter Hs,331069,Bronx,Bronx,10455,12,<4,<4,9,0,"Bronx 104552800, NY
(40.81488058200006, -73.91251100399995)"
Fall 2012,University Prep Charter Hs,331069,Bronx,Bronx,10455,9,<4,<4,<4,4,"Bronx 104552800, NY
(40.81488058200006, -73.91251100399995)"
Fall 2017,Mott Haven Community High Schl,331103,Bronx,Bronx,10455,<4,0,0,0,<4,"Bronx, NY 10455
(40.8135339999999, -73.905389)"
Fall 2016,Mott Haven Community High Schl,331103,Bronx,Bronx,10455,5,0,0,0,5,"Bronx, NY 10455
(40.8135339999999, -73.905389)"
Fall 2015,Mott Haven Community High Schl,331103,Bronx,Bronx,10455,<4,0,0,0,<4,"Bronx, NY 10455
(40.8135339999999, -73.905389)"
Fall 2014,Mott Haven Community High Schl,331103,Bronx,Bronx,10455,<4,0,0,0,<4,"Bronx, NY 10455
(40.8135339999999, -73.905389)"
Fall 2017,New Visions Chrt Humanities I,331113,Bronx,Bronx,10455,17,0,9,4,4,"Bronx, NY 10455
(40.8135339999999, -73.905389)"
Fall 2016,New Visions Chrt Humanities I,331113,Bronx,Bronx,10455,19,0,11,6,<4,"Bronx, NY 10455
(40.8135339999999, -73.905389)"
Fall 2015,New Visions Chrt Humanities I,331113,Bronx,Bronx,10455,<4,0,0,0,<4,"Bronx, NY 10455
(40.8135339999999, -73.905389)"
Fall 2017,Hero High,331177,Bronx,Bronx,10455,9,<4,4,<4,0,
Fall 2017,Samuel Gompers Vo Tech  H S,334030,Bronx,Bronx,10455,<4,0,0,0,<4,"Bronx 104554966, NY
(40.82600083600005, -73.92308766699995)"
Fall 2016,Samuel Gompers Vo Tech  H S,334030,Bronx,Bronx,10455,<4,0,0,<4,0,"Bronx 104554966, NY
(40.82600083600005, -73.92308766699995)"
Fall 2015,Samuel Gompers Vo Tech  H S,334030,Bronx,Bronx,10455,<4,0,0,0,<4,"Bronx 104554966, NY
(40.82600083600005, -73.92308766699995)"
Fall 2014,Samuel Gompers Vo Tech  H S,334030,Bronx,Bronx,10455,8,<4,0,4,<4,"Bronx 104554966, NY
(40.82600083600005, -73.92308766699995)"
Fall 2013,Samuel Gompers Vo Tech  H S,334030,Bronx,Bronx,10455,4,0,0,<4,<4,"Bronx 104554966, NY
(40.82600083600005, -73.92308766699995)"
Fall 2012,Samuel Gompers Vo Tech  H S,334030,Bronx,Bronx,10455,6,<4,0,<4,<4,"Bronx 104554966, NY
(40.82600083600005, -73.92308766699995)"
Fall 2011,Samuel Gompers Vo Tech  H S,334030,Bronx,Bronx,10455,16,0,<4,5,10,"Bronx 104554966, NY
(40.82600083600005, -73.92308766699995)"
Fall 2010,Samuel Gompers Vo Tech  H S,334030,Bronx,Bronx,10455,21,0,4,<4,16,"Bronx 104554966, NY
(40.82600083600005, -73.92308766699995)"
Fall 2017,University Heights High School,330538,New York,Bronx,10455,15,5,7,0,<4,"New York, NY 10455
(40.815028332000054, -73.90788866599996)"
Fall 2016,University Heights High School,330538,New York,Bronx,10455,12,<4,5,<4,4,"New York, NY 10455
(40.815028332000054, -73.90788866599996)"
Fall 2015,University Heights High School,330538,New York,Bronx,10455,12,<4,4,<4,<4,"New York, NY 10455
(40.815028332000054, -73.90788866599996)"
Fall 2014,University Heights High School,330538,New York,Bronx,10455,16,5,7,<4,<4,"New York, NY 10455
(40.815028332000054, -73.90788866599996)"
Fall 2013,University Heights High School,330538,New York,Bronx,10455,9,<4,4,<4,<4,"New York, NY 10455
(40.815028332000054, -73.90788866599996)"
Fall 2012,University Heights High School,330538,New York,Bronx,10455,10,4,4,0,<4,"New York, NY 10455
(40.815028332000054, -73.90788866599996)"
Fall 2011,University Heights High School,330538,New York,Bronx,10455,4,0,<4,0,<4,"New York, NY 10455
(40.815028332000054, -73.90788866599996)"
Fall 2010,University Heights High School,330538,New York,Bronx,10455,10,0,5,<4,<4,"New York, NY 10455
(40.815028332000054, -73.90788866599996)"
Fall 2017,Morris Academy For Collaborati,330491,Bronx,Bronx,10456,7,<4,<4,4,<4,"Bronx, NY 10456
(40.83074856200005, -73.90959625299996)"
Fall 2016,Morris Academy For Collaborati,330491,Bronx,Bronx,10456,7,0,4,<4,<4,"Bronx, NY 10456
(40.83074856200005, -73.90959625299996)"
Fall 2015,Morris Academy For Collaborati,330491,Bronx,Bronx,10456,14,<4,4,<4,7,"Bronx, NY 10456
(40.83074856200005, -73.90959625299996)"
Fall 2014,Morris Academy For Collaborati,330491,Bronx,Bronx,10456,7,<4,<4,<4,0,"Bronx, NY 10456
(40.83074856200005, -73.90959625299996)"
Fall 2013,Morris Academy For Collaborati,330491,Bronx,Bronx,10456,7,0,<4,<4,<4,"Bronx, NY 10456
(40.83074856200005, -73.90959625299996)"
Fall 2012,Morris Academy For Collaborati,330491,Bronx,Bronx,10456,6,0,<4,<4,<4,"Bronx, NY 10456
(40.83074856200005, -73.90959625299996)"
Fall 2011,Morris Academy For Collaborati,330491,Bronx,Bronx,10456,8,0,0,5,<4,"Bronx, NY 10456
(40.83074856200005, -73.90959625299996)"
Fall 2010,Morris Academy For Collaborati,330491,Bronx,Bronx,10456,5,<4,<4,<4,<4,"Bronx, NY 10456
(40.83074856200005, -73.90959625299996)"
Fall 2017,Eximius College Preparatory Ac,330493,Bronx,Bronx,10456,9,0,4,5,0,"Bronx, NY 10456
(40.83074856200005, -73.90959625299996)"
Fall 2016,Eximius College Preparatory Ac,330493,Bronx,Bronx,10456,8,<4,<4,<4,<4,"Bronx, NY 10456
(40.83074856200005, -73.90959625299996)"
Fall 2015,Eximius College Preparatory Ac,330493,Bronx,Bronx,10456,17,<4,8,<4,<4,"Bronx, NY 10456
(40.83074856200005, -73.90959625299996)"
Fall 2014,Eximius College Preparatory Ac,330493,Bronx,Bronx,10456,13,<4,5,<4,<4,"Bronx, NY 10456
(40.83074856200005, -73.90959625299996)"
Fall 2013,Eximius College Preparatory Ac,330493,Bronx,Bronx,10456,11,<4,<4,<4,5,"Bronx, NY 10456
(40.83074856200005, -73.90959625299996)"
Fall 2012,Eximius College Preparatory Ac,330493,Bronx,Bronx,10456,4,0,<4,0,<4,"Bronx, NY 10456
(40.83074856200005, -73.90959625299996)"
Fall 2011,Eximius College Preparatory Ac,330493,Bronx,Bronx,10456,9,0,<4,<4,5,"Bronx, NY 10456
(40.83074856200005, -73.90959625299996)"
Fall 2010,Eximius College Preparatory Ac,330493,Bronx,Bronx,10456,7,<4,<4,<4,<4,"Bronx, NY 10456
(40.83074856200005, -73.90959625299996)"
Fall 2017,New Covenant Christian School,330522,Bronx,Bronx,10456,<4,0,<4,0,<4,"Bronx, NY 10456
(40.83074856200005, -73.90959625299996)"
Fall 2015,New Covenant Christian School,330522,Bronx,Bronx,10456,<4,0,<4,0,0,"Bronx, NY 10456
(40.83074856200005, -73.90959625299996)"
Fall 2014,New Covenant Christian School,330522,Bronx,Bronx,10456,<4,0,0,<4,<4,"Bronx, NY 10456
(40.83074856200005, -73.90959625299996)"
Fall 2013,New Covenant Christian School,330522,Bronx,Bronx,10456,<4,<4,0,0,0,"Bronx, NY 10456
(40.83074856200005, -73.90959625299996)"
Fall 2012,New Covenant Christian School,330522,Bronx,Bronx,10456,<4,0,<4,0,0,"Bronx, NY 10456
(40.83074856200005, -73.90959625299996)"
Fall 2011,New Covenant Christian School,330522,Bronx,Bronx,10456,<4,0,0,0,<4,"Bronx, NY 10456
(40.83074856200005, -73.90959625299996)"
Fall 2010,New Covenant Christian School,330522,Bronx,Bronx,10456,<4,<4,0,0,<4,"Bronx, NY 10456
(40.83074856200005, -73.90959625299996)"
Fall 2017,School For Excellence,330569,Bronx,Bronx,10456,4,0,0,<4,<4,"Bronx, NY 10456
(40.83074856200005, -73.90959625299996)"
Fall 2016,School For Excellence,330569,Bronx,Bronx,10456,<4,<4,0,0,<4,"Bronx, NY 10456
(40.83074856200005, -73.90959625299996)"
Fall 2015,School For Excellence,330569,Bronx,Bronx,10456,4,<4,0,0,<4,"Bronx, NY 10456
(40.83074856200005, -73.90959625299996)"
Fall 2014,School For Excellence,330569,Bronx,Bronx,10456,5,0,<4,0,4,"Bronx, NY 10456
(40.83074856200005, -73.90959625299996)"
Fall 2013,School For Excellence,330569,Bronx,Bronx,10456,5,0,0,<4,4,"Bronx, NY 10456
(40.83074856200005, -73.90959625299996)"
Fall 2012,School For Excellence,330569,Bronx,Bronx,10456,5,0,0,<4,<4,"Bronx, NY 10456
(40.83074856200005, -73.90959625299996)"
Fall 2011,School For Excellence,330569,Bronx,Bronx,10456,8,<4,<4,<4,4,"Bronx, NY 10456
(40.83074856200005, -73.90959625299996)"
Fall 2010,School For Excellence,330569,Bronx,Bronx,10456,5,0,<4,<4,<4,"Bronx, NY 10456
(40.83074856200005, -73.90959625299996)"
Fall 2017,Bronx International High Schoo,330586,Bronx,Bronx,10456,<4,0,0,0,<4,"Bronx, NY 10456
(40.83074856200005, -73.90959625299996)"
Fall 2016,Bronx International High Schoo,330586,Bronx,Bronx,10456,5,<4,<4,0,<4,"Bronx, NY 10456
(40.83074856200005, -73.90959625299996)"
Fall 2015,Bronx International Hs,330586,Bronx,Bronx,10456,7,0,4,<4,0,"Bronx, NY 10456
(40.83074856200005, -73.90959625299996)"
Fall 2014,Bronx International Hs,330586,Bronx,Bronx,10456,13,0,5,6,<4,"Bronx, NY 10456
(40.83074856200005, -73.90959625299996)"
Fall 2013,Bronx International Hs,330586,Bronx,Bronx,10456,10,0,<4,6,<4,"Bronx, NY 10456
(40.83074856200005, -73.90959625299996)"
Fall 2012,Bronx International Hs,330586,Bronx,Bronx,10456,12,<4,<4,<4,7,"Bronx, NY 10456
(40.83074856200005, -73.90959625299996)"
Fall 2011,Bronx International Hs,330586,Bronx,Bronx,10456,7,<4,<4,<4,<4,"Bronx, NY 10456
(40.83074856200005, -73.90959625299996)"
Fall 2010,Bronx International Hs,330586,Bronx,Bronx,10456,8,0,<4,<4,4,"Bronx, NY 10456
(40.83074856200005, -73.90959625299996)"
Fall 2017,High School For Violin And Dan,330616,Bronx,Bronx,10456,<4,0,0,<4,0,"Bronx, NY 10456
(40.83074856200005, -73.90959625299996)"
Fall 2016,High School For Violin And Dan,330616,Bronx,Bronx,10456,8,0,<4,0,7,"Bronx, NY 10456
(40.83074856200005, -73.90959625299996)"
Fall 2015,Hs For Violin And Dance,330616,Bronx,Bronx,10456,13,<4,4,<4,7,"Bronx, NY 10456
(40.83074856200005, -73.90959625299996)"
Fall 2014,Hs For Violin And Dance,330616,Bronx,Bronx,10456,6,0,<4,<4,<4,"Bronx, NY 10456
(40.83074856200005, -73.90959625299996)"
Fall 2013,Hs For Violin And Dance,330616,Bronx,Bronx,10456,<4,0,<4,0,0,"Bronx, NY 10456
(40.83074856200005, -73.90959625299996)"
Fall 2012,Hs For Violin And Dance,330616,Bronx,Bronx,10456,<4,0,0,<4,<4,"Bronx, NY 10456
(40.83074856200005, -73.90959625299996)"
Fall 2011,Hs For Violin And Dance,330616,Bronx,Bronx,10456,7,0,0,<4,5,"Bronx, NY 10456
(40.83074856200005, -73.90959625299996)"
Fall 2010,Hs For Violin And Dance,330616,Bronx,Bronx,10456,6,<4,<4,<4,<4,"Bronx, NY 10456
(40.83074856200005, -73.90959625299996)"
Fall 2017,Bronx Center For Sci & Math,330821,Bronx,Bronx,10456,9,<4,5,<4,0,"Bronx, NY 10456
(40.83074856200005, -73.90959625299996)"
Fall 2016,Bronx Center For Sci & Math,330821,Bronx,Bronx,10456,8,<4,<4,<4,<4,"Bronx, NY 10456
(40.83074856200005, -73.90959625299996)"
Fall 2015,Bronx Center For Sci & Math,330821,Bronx,Bronx,10456,9,4,<4,0,<4,"Bronx, NY 10456
(40.83074856200005, -73.90959625299996)"
Fall 2014,Bronx Center For Sci & Math,330821,Bronx,Bronx,10456,5,<4,<4,<4,<4,"Bronx, NY 10456
(40.83074856200005, -73.90959625299996)"
Fall 2013,Bronx Center For Sci & Math,330821,Bronx,Bronx,10456,12,<4,<4,<4,5,"Bronx, NY 10456
(40.83074856200005, -73.90959625299996)"
Fall 2012,Bronx Center For Sci & Math,330821,Bronx,Bronx,10456,10,0,5,<4,4,"Bronx, NY 10456
(40.83074856200005, -73.90959625299996)"
Fall 2011,Bronx Center For Sci & Math,330821,Bronx,Bronx,10456,5,0,<4,0,<4,"Bronx, NY 10456
(40.83074856200005, -73.90959625299996)"
Fall 2010,Bronx Center For Sci & Math,330821,Bronx,Bronx,10456,12,0,4,4,4,"Bronx, NY 10456
(40.83074856200005, -73.90959625299996)"
Fall 2015,New Day Academy,330837,Bronx,Bronx,10456,<4,0,0,0,<4,"Bronx, NY 10456
(40.83074856200005, -73.90959625299996)"
Fall 2014,New Day Academy,330837,Bronx,Bronx,10456,<4,0,0,0,<4,"Bronx, NY 10456
(40.83074856200005, -73.90959625299996)"
Fall 2013,New Day Academy,330837,Bronx,Bronx,10456,6,0,<4,<4,<4,"Bronx, NY 10456
(40.83074856200005, -73.90959625299996)"
Fall 2012,New Day Academy,330837,Bronx,Bronx,10456,10,<4,0,<4,5,"Bronx, NY 10456
(40.83074856200005, -73.90959625299996)"
Fall 2011,New Day Academy,330837,Bronx,Bronx,10456,<4,0,<4,<4,0,"Bronx, NY 10456
(40.83074856200005, -73.90959625299996)"
Fall 2010,New Day Academy,330837,Bronx,Bronx,10456,<4,0,<4,0,0,"Bronx, NY 10456
(40.83074856200005, -73.90959625299996)"
Fall 2017,Frederick Douglass Acad  I I I,330935,Bronx,Bronx,10456,7,<4,<4,<4,<4,"Bronx, NY 10456
(40.83074856200005, -73.90959625299996)"
Fall 2016,Frederick Douglass Acad  I I I,330935,Bronx,Bronx,10456,11,0,6,0,5,"Bronx, NY 10456
(40.83074856200005, -73.90959625299996)"
Fall 2015,Frederick Douglass Acad  I I I,330935,Bronx,Bronx,10456,8,<4,<4,<4,<4,"Bronx, NY 10456
(40.83074856200005, -73.90959625299996)"
Fall 2014,Frederick Douglass Acad  I I I,330935,Bronx,Bronx,10456,<4,<4,<4,0,<4,"Bronx, NY 10456
(40.83074856200005, -73.90959625299996)"
Fall 2013,Frederick Douglass Acad  I I I,330935,Bronx,Bronx,10456,10,0,<4,<4,6,"Bronx, NY 10456
(40.83074856200005, -73.90959625299996)"
Fall 2012,Frederick Douglass Acad  I I I,330935,Bronx,Bronx,10456,10,0,0,<4,7,"Bronx, NY 10456
(40.83074856200005, -73.90959625299996)"
Fall 2011,Frederick Douglass Acad  I I I,330935,Bronx,Bronx,10456,10,<4,<4,5,<4,"Bronx, NY 10456
(40.83074856200005, -73.90959625299996)"
Fall 2010,Frederick Douglass Acad  I I I,330935,Bronx,Bronx,10456,15,<4,<4,7,6,"Bronx, NY 10456
(40.83074856200005, -73.90959625299996)"
